record_id	title	journal	publication_date	doi	venue_tier	venue_selection_basis	journal_metric_note	primary_stratum	secondary_modalities	study_content	article_url	review_file_url	review_material_type	review_rounds	reviewer_count	review_file_sha256	review_pages	review_text_chars	extraction_method	access_status	post_publication_status	concern_codes	concern_ontology_version	canonical_concern_families	decisive_concern	request_class	governing_criterion	author_action	minimum_repair	stronger_optional_route	closure_evidence	closure_status	author_response_strategy	manuscript_change	portable_skill_rule	review_locator	response_locator	verification_note
TPR074	PHLOWER leverages single-cell multimodal data to infer complex, multi-branching cell differentiation trajectories	Nature Methods	2025-10-23	10.1038/s41592-025-02870-5	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	multi-omics	single-cell	Develops PHLOWER to infer complex branching differentiation trajectories from multimodal single-cell data and tests the inferred topology in simulated and biological systems.	https://www.nature.com/articles/s41592-025-02870-5	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02870-5/MediaObjects/41592_2025_2870_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	3	3	34963d9ec8d6c149272c280c1251ee4a0612e5673c1d8278ef600fa453b2ac98	28	87605	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	VALIDATION_GROUND_TRUTH;FUNCTIONAL_VALIDATION;BENCHMARK_FAIRNESS;MULTIOMICS_INTEGRATION;TRAJECTORY_TEMPORAL_CAUSALITY;DATA_CODE_AVAILABILITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS	The reviewer argued that simulated trees and post-hoc cell labels gave an overly favorable trajectory evaluation and requested real Dynverse benchmarks.	manuscript-grounded-defect	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors added twenty real Dynverse datasets plus two complex RNA-velocity datasets, evaluated both tree recovery and cell allocation, and reported the expanded real-data benchmarks in new main and supplementary figures.	Compare the central output with an appropriate independent reference or orthogonal ground truth, report disagreement as well as agreement, and bound claims to the validated object.	Optional extension, not a recorded requirement: establish blockwise incremental value, robustness to integration choices and orthogonal validation of the central bridge.	PRF pp.12-13: Authors added twenty real Dynverse datasets plus two complex RNA-velocity datasets, evaluated both tree recovery and cell allocation, and reported the expanded real-data benchmarks in new main and supplementary figures.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	VALIDATION_GROUND_TRUTH — Evaluate trajectories on real Dynverse and RNA-velocity datasets and score both tree recovery and cell allocation rather than only favourable simulations.	public review file p.2	author response in public review file pp.12-13	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR075	scooby: modeling multimodal genomic profiles from DNA sequence at single-cell resolution	Nature Methods	2025-10-22	10.1038/s41592-025-02854-5	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	multi-omics	single-cell	Presents scooby, a sequence-to-profile model for cell-resolved multimodal genomics, and evaluates prediction across cell types, donors and genomic regulatory tasks.	https://www.nature.com/articles/s41592-025-02854-5	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02854-5/MediaObjects/41592_2025_2854_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	3	2	a32eaad05d1c3a60437355f078acad954e99b59044bbfb94468cac63e51c1145	15	47718	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;MECHANISM_CAUSALITY;VALIDATION_GROUND_TRUTH;MODEL_REPORTING_REPRODUCIBILITY;DATA_CODE_AVAILABILITY	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;MECHANISM_FUNCTION_PERTURBATION;MEASUREMENT_QC_SPATIAL_TRUTH;REPRODUCIBILITY_OPENNESS	The reviewer argued that scooby was better justified for interpreting profiled cell states than for out-of-distribution prediction and requested simple and current eQTL baselines.	manuscript-grounded-defect	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The authors reframed scooby toward within-dataset modelling, trained on 1.2 million OneK1K PBMC cells from 982 donors, and added expression-, accessibility- and track-matched Borzoi eQTL baselines.	Test the locked object in an independent donor, cohort, tissue, platform or condition appropriate to the claim, or state a discovery/proof-of-principle boundary.	Optional extension, not a recorded requirement: establish blockwise incremental value, robustness to integration choices and orthogonal validation of the central bridge.	PRF pp.10-12: Authors narrow the generalization claim and report the OneK1K analysis plus expression, accessibility and track-matched Borzoi baselines.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	GENERALIZABILITY_OOD — Frame scooby as within-dataset modelling or interpretation unless out-of-distribution transfer is tested, and benchmark eQTL claims against expression, accessibility and current sequence-model baselines.	public review file pp.3-4	author response in public review file pp.10-12	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR076	Multitask benchmarking of single-cell multimodal omics integration methods	Nature Methods	2025-10-13	10.1038/s41592-025-02856-3	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	multi-omics	single-cell	Performs multitask benchmarking of single-cell multimodal integration methods using ground-truth, biological-conservation and batch-removal criteria.	https://www.nature.com/articles/s41592-025-02856-3	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02856-3/MediaObjects/41592_2025_2856_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	5	3	abf4a10592b20b487c4112d21b3b2d6430d18300a76d53f2fb7b4509db1466ed	27	93338	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	VALIDATION_GROUND_TRUTH;MULTIOMICS_INTEGRATION;BENCHMARK_FAIRNESS;CELL_ANNOTATION_VALIDITY;METHODS_REPRODUCIBILITY;SPATIAL_RESOLUTION_SEGMENTATION	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	The reviewer asked what is treated as ground truth in the multimodal benchmark and how evaluation bias would be handled when ground truth is unavailable.	manuscript-grounded-defect	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors revised the registered benchmarking protocol to add data cleaning and reannotation with manual verification, label-independent simulations, and explicit documentation of source annotation procedures.	Compare the central output with an appropriate independent reference or orthogonal ground truth, report disagreement as well as agreement, and bound claims to the validated object.	Optional extension, not a recorded requirement: establish blockwise incremental value, robustness to integration choices and orthogonal validation of the central bridge.	PRF p.15: Authors revised the registered benchmarking protocol to add data cleaning and reannotation with manual verification, label-independent simulations, and explicit documentation of source annotation procedures.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	VALIDATION_GROUND_TRUTH — Register annotation provenance, cleaning, reannotation and manual verification, and add label-independent simulations when true labels are unavailable; do not call curated labels untouched ground truth.	public review file p.3	author response in public review file p.15	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR077	Cancer subclone detection based on DNA copy number in single-cell and spatial omic sequencing data	Nature Methods	2025-09-15	10.1038/s41592-025-02773-5	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	single-cell	Develops a method to detect cancer subclones from DNA-copy-number patterns in single-cell and spatial omics and evaluates concordance with orthogonal genomic references.	https://www.nature.com/articles/s41592-025-02773-5	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02773-5/MediaObjects/41592_2025_2773_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	6	2	38675938cf14d6b9fcf162ff6a6d7f7e213d4bda02cbf1ac1997ee4e333f5c07	67	172049	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	BENCHMARK_FAIRNESS;VALIDATION_GROUND_TRUTH;REPLICATION_UNIT;CELL_ANNOTATION_VALIDITY;GENERALIZABILITY_OOD;QC_PREPROCESSING	1.0.0	COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;COHORT_LABEL_UNIT_LEAKAGE;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS	The reviewer considered four tumour samples insufficient for fair benchmarking and requested more datasets and comparison strategies.	manuscript-grounded-defect	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The authors added three spatial datasets, analyses with and without matched bulk DNA, spot-level pathology labels and a spatial STARCH comparison; most Clonalscope DNA correlations were about 0.75 or higher.	Evaluate the nearest applicable baseline under matched samples, preprocessing, information, tuning and metrics; report the comparison and change the contribution claim if the gain does not persist.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.26-28: Authors report the expanded seven-sample benchmark, matched and unmatched DNA analyses, pathologist annotations and a spatial-method comparison.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	BENCHMARK_FAIRNESS — Expand tumour and spatial datasets, compare with and without matched bulk DNA, and add pathology and spatial comparators before making broad performance claims.	public review file p.2	author response in public review file pp.26-28	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR078	SpotSweeper: spatially aware quality control for spatial transcriptomics	Nature Methods	2025-06-06	10.1038/s41592-025-02713-3	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	bulk-rna	Introduces SpotSweeper for spatially aware quality control of spatial transcriptomics and tests whether it detects local artefacts without deleting true tissue structure.	https://www.nature.com/articles/s41592-025-02713-3	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02713-3/MediaObjects/41592_2025_2713_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	3	ae3ebeb4c7c4a551f8112a22993abbb67fb7353968cf894d620b6b11551afc24	35	96583	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	METHODS_REPRODUCIBILITY;SPATIAL_RESOLUTION_SEGMENTATION;GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;QC_PREPROCESSING;DATA_CODE_AVAILABILITY	1.0.0	REPRODUCIBILITY_OPENNESS;MEASUREMENT_QC_SPATIAL_TRUTH;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION	The reviewer found the neighbourhood and multiscale parameter choices insufficiently justified and requested systematic robustness evidence.	manuscript-grounded-defect	The cohort, split, assay, model and analysis must be reconstructable from versioned methods and accessible artifacts or explicit restrictions.	The authors added three sensitivity analyses: Visium local-outlier calls were stable from second- through fifth-order neighbours but spuriously inflated at first order; Xenium calls were stable at 50 or more neighbours; and hangnail detection supported the recommended first-through-fifth-order multiscale setting.	Provide versioned cohort, split, assay, model, code and parameter details plus usable artifacts or explicit access restrictions sufficient for reconstruction.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.30-33: Authors report the Visium, Xenium and hangnail parameter-sensitivity analyses and derive platform-specific defaults from the stable ranges.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	METHODS_REPRODUCIBILITY — Justify neighbourhood defaults with platform-specific sensitivity analyses: distinguish stable Visium orders, a sufficient Xenium neighbour count and stable multiscale hangnail settings.	public review file p.8	author response in public review file pp.30-33	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR079	scMultiSim: simulation of single-cell multi-omics and spatial data guided by gene regulatory networks and cell–cell interactions	Nature Methods	2025-04-17	10.1038/s41592-025-02651-0	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	single-cell;multi-omics	Presents scMultiSim, a simulator of single-cell multi-omics and spatial data driven by regulatory networks and cell-cell interactions, with ground-truth-aware benchmarking.	https://www.nature.com/articles/s41592-025-02651-0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02651-0/MediaObjects/41592_2025_2651_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	3	458b42b4c48aa58e5dc402b92727163aac78b97800ee8ac416c6290158c76265	36	110752	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	BENCHMARK_FAIRNESS;VALIDATION_GROUND_TRUTH;MULTIOMICS_INTEGRATION;REPLICATION_UNIT;GENERALIZABILITY_OOD;SPATIAL_RESOLUTION_SEGMENTATION	1.0.0	COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;COHORT_LABEL_UNIT_LEAKAGE;EXTERNAL_VALIDATION_ROBUSTNESS	The reviewer noted missing simulator baselines and poor recovery of real gene-gene correlations in the original scMultiSim benchmark.	manuscript-grounded-defect	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The authors added SERGIO where technically feasible, disclosed why SERGIO and dyngen could not support one clustering test, and retuned simulated noise and accessibility effects for a fairer correlation comparison.	Evaluate the nearest applicable baseline under matched samples, preprocessing, information, tuning and metrics; report the comparison and change the contribution claim if the gain does not persist.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.34-35: Authors add SERGIO where feasible, explain why SERGIO and dyngen cannot support the clustering test, retune the de-novo simulation and acknowledge scDesign3's reference-based advantage.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	BENCHMARK_FAIRNESS — Add feasible simulator baselines, disclose task-specific comparator incompatibilities, and acknowledge the inherent fit advantage of reference-based simulation when interpreting gene-correlation benchmarks.	public review file p.34	author response in public review file pp.34-35	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR080	Spotiphy enables single-cell spatial whole transcriptomics across an entire section	Nature Methods	2025-03-12	10.1038/s41592-025-02622-5	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	bulk-rna;single-cell	Introduces Spotiphy for whole-section spatial transcriptomics at inferred single-cell resolution and validates reconstruction, annotation and tissue-scale coverage.	https://www.nature.com/articles/s41592-025-02622-5	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02622-5/MediaObjects/41592_2025_2622_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	7	3	6148f3890350686ba7ec6ed25bbf407387ca76cee53274b7e3fe162608006f23	105	247250	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	VALIDATION_GROUND_TRUTH;SPATIAL_RESOLUTION_SEGMENTATION;GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;MODEL_REPORTING_REPRODUCIBILITY;DATA_CODE_AVAILABILITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	The reviewer challenged adjacent-section Xenium as composition ground truth and requested a pseudo-Visium evaluation built from single-cell-resolution data.	manuscript-grounded-defect	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors made the adjacent-section limitation explicit and added simulated Visium benchmarks from single-cell profiles, explaining that limited Xenium and CosMx panels precluded whole-transcriptome aggregation.	Compare the central output with an appropriate independent reference or orthogonal ground truth, report disagreement as well as agreement, and bound claims to the validated object.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.48: Authors document the revised ground-truth limitation and the added single-cell-derived Visium simulation used for evaluation.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	VALIDATION_GROUND_TRUTH — State the adjacent-section limitation and use single-cell-derived pseudo-Visium benchmarks when limited Xenium or CosMx panels cannot support whole-transcriptome aggregation.	public review file p.4	author response in public review file p.48	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR081	Multiplexed spatial mapping of chromatin features, transcriptome and proteins in tissues	Nature Methods	2025-01-27	10.1038/s41592-024-02576-0	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	bulk-rna;multi-omics	Develops multiplexed spatial profiling of chromatin features, RNA and proteins in tissues to resolve coupled regulatory and cellular states in situ.	https://www.nature.com/articles/s41592-024-02576-0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02576-0/MediaObjects/41592_2024_2576_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	3	3	5554984f9e3c15748d050cc4ff551a79e562c5fb24428b053cf03aed2e22561c	40	96716	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	BENCHMARK_FAIRNESS;MULTIOMICS_INTEGRATION;DATA_CODE_AVAILABILITY;QC_PREPROCESSING;METHODS_REPRODUCIBILITY;CLAIM_CALIBRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS;MEASUREMENT_QC_SPATIAL_TRUTH;CONTRIBUTION_CLAIM_CALIBRATION	The reviewer requested matched benchmarking against earlier DBiT-seq spatial multi-omics methods to show that extra modalities did not reduce data quality.	manuscript-grounded-defect	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The authors matched tissue, stage, resolution and sequencing depth, compared fragment, gene and UMI yields, and expanded the cross-method table and workflow visualization.	Evaluate the nearest applicable baseline under matched samples, preprocessing, information, tuning and metrics; report the comparison and change the contribution claim if the gain does not persist.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.31: Authors report depth-matched spatial-Mux-seq comparisons with prior methods and the revised Extended Data Fig. 1 and Supplementary Data Table 1.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	BENCHMARK_FAIRNESS — Match tissue, developmental stage, spatial resolution and sequencing depth when comparing spatial multi-omics protocols, and report fragment, gene and UMI yields separately.	public review file p.5	author response in public review file p.31	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR082	High-resolution, noninvasive single-cell lineage tracing in mice and humans based on DNA methylation epimutations	Nature Methods	2025-01-16	10.1038/s41592-024-02567-1	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	single-cell	multi-omics	Uses DNA-methylation epimutations for noninvasive single-cell lineage tracing in mice and humans and tests reconstruction accuracy against known or orthogonal lineages.	https://www.nature.com/articles/s41592-024-02567-1	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02567-1/MediaObjects/41592_2024_2567_MOESM2_ESM.pdf	Peer Review Information (reviewer reports and author response)	3	3	f12645b10855e918fbda11d42171d9966761a8123eacca2481df6850030b2f7c	43	107892	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	VALIDATION_GROUND_TRUTH;TRAJECTORY_TEMPORAL_CAUSALITY;DATA_CODE_AVAILABILITY;NOVELTY_POSITIONING;CLAIM_CALIBRATION;FIGURE_CLARITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MECHANISM_FUNCTION_PERTURBATION;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	The reviewer found the lineage simulations unrealistically clean and requested tests with division-independent CpG changes, variable epimutation rates and random allele dropout.	manuscript-grounded-defect	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors added each requested noise process to diploid-genome simulations, quantified robustness to terminal division-free mutations and variable rates, and reported the resulting accuracy analyses in revised Extended Data Figure 1.	Compare the central output with an appropriate independent reference or orthogonal ground truth, report disagreement as well as agreement, and bound claims to the validated object.	Optional extension, not a recorded requirement: replicate donor-level effects and validate cell identities or states with an independent dataset or assay.	PRF pp.20-21: Authors added each requested noise process to diploid-genome simulations, quantified robustness to terminal division-free mutations and variable rates, and reported the resulting accuracy analyses in revised Extended Data Figure 1.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	VALIDATION_GROUND_TRUTH — Stress-test lineage simulations with division-independent CpG changes, site-specific epimutation-rate variation and random allele dropout before claiming robustness.	public review file p.4	author response in public review file pp.20-21	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR083	Resolving tissue complexity by multimodal spatial omics modeling with MISO	Nature Methods	2025-01-15	10.1038/s41592-024-02574-2	2-major-specialist	Major Nature methods journal; selected for measurement or computational-method relevance and an official full peer-review file.	2025 JIF 28.3; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	multi-omics	Presents MISO for multimodal spatial-omics modelling and evaluates whether it resolves tissue domains while preserving modality-specific information.	https://www.nature.com/articles/s41592-024-02574-2	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02574-2/MediaObjects/41592_2024_2574_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	3	51a01701c4d3fb0a49dec8acbbae1501702a3378edcf693b7105da6d98ff5ea4	40	118227	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	CORRECTION as screened 2026-08-22: Nature records two Author Corrections: DOI 10.1038/s41592-025-02600-x (24 January 2025) added inadvertently omitted Data availability and Code availability sections; DOI 10.1038/s41592-025-02645-y (6 March 2025) corrected the ICC formula numerator from sigma_i squared to sigma_m squared. The HTML and PDF were updated.	QC_PREPROCESSING;BENCHMARK_FAIRNESS;STATISTICAL_RIGOR;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;DATA_CODE_AVAILABILITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS	The reviewer found it unclear how users should identify and exclude a low-quality modality, despite this choice being central to MISO.	clarification-needed	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors added modality-specific quality guidance for transcriptomic, proteomic, metabolomic, chromatin and histology inputs, including UMI, tissue-background, panel-size and segmentation checks.	Report QC thresholds, exclusions, versions and preprocessing choices, test consequential alternatives, and show whether the headline result survives.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.26-27: Authors added modality-specific quality guidance for transcriptomic, proteomic, metabolomic, chromatin and histology inputs, including UMI, tissue-background, panel-size and segmentation checks.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	QC_PREPROCESSING — Give modality-specific QC indicators for each MISO input so users can identify a low-quality modality; do not imply threshold-sensitivity testing that was not performed.	public review file p.5	author response in public review file pp.26-27	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
