record_id	doi	journal	publication_date	primary_stratum	post_publication_status	request_class	concern_codes	concern_ontology_version	canonical_concern_families	governing_criterion	decisive_concern	author_action	closure_evidence	closure_status	author_response_strategy	review_locator	response_locator	portable_skill_rule	review_file_url	review_file_sha256
TPR078	10.1038/s41592-025-02713-3	Nature Methods	2025-06-06	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	METHODS_REPRODUCIBILITY;SPATIAL_RESOLUTION_SEGMENTATION;GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;QC_PREPROCESSING;DATA_CODE_AVAILABILITY	1.0.0	REPRODUCIBILITY_OPENNESS;MEASUREMENT_QC_SPATIAL_TRUTH;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION	The cohort, split, assay, model and analysis must be reconstructable from versioned methods and accessible artifacts or explicit restrictions.	The reviewer found the neighbourhood and multiscale parameter choices insufficiently justified and requested systematic robustness evidence.	The authors added three sensitivity analyses: Visium local-outlier calls were stable from second- through fifth-order neighbours but spuriously inflated at first order; Xenium calls were stable at 50 or more neighbours; and hangnail detection supported the recommended first-through-fifth-order multiscale setting.	PRF pp.30-33: Authors report the Visium, Xenium and hangnail parameter-sensitivity analyses and derive platform-specific defaults from the stable ranges.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.8	author response in public review file pp.30-33	METHODS_REPRODUCIBILITY — Justify neighbourhood defaults with platform-specific sensitivity analyses: distinguish stable Visium orders, a sufficient Xenium neighbour count and stable multiscale hangnail settings.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02713-3/MediaObjects/41592_2025_2713_MOESM3_ESM.pdf	ae3ebeb4c7c4a551f8112a22993abbb67fb7353968cf894d620b6b11551afc24
TPR079	10.1038/s41592-025-02651-0	Nature Methods	2025-04-17	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	BENCHMARK_FAIRNESS;VALIDATION_GROUND_TRUTH;MULTIOMICS_INTEGRATION;REPLICATION_UNIT;GENERALIZABILITY_OOD;SPATIAL_RESOLUTION_SEGMENTATION	1.0.0	COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;COHORT_LABEL_UNIT_LEAKAGE;EXTERNAL_VALIDATION_ROBUSTNESS	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer noted missing simulator baselines and poor recovery of real gene-gene correlations in the original scMultiSim benchmark.	The authors added SERGIO where technically feasible, disclosed why SERGIO and dyngen could not support one clustering test, and retuned simulated noise and accessibility effects for a fairer correlation comparison.	PRF pp.34-35: Authors add SERGIO where feasible, explain why SERGIO and dyngen cannot support the clustering test, retune the de-novo simulation and acknowledge scDesign3's reference-based advantage.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.34	author response in public review file pp.34-35	BENCHMARK_FAIRNESS — Add feasible simulator baselines, disclose task-specific comparator incompatibilities, and acknowledge the inherent fit advantage of reference-based simulation when interpreting gene-correlation benchmarks.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02651-0/MediaObjects/41592_2025_2651_MOESM3_ESM.pdf	458b42b4c48aa58e5dc402b92727163aac78b97800ee8ac416c6290158c76265
TPR080	10.1038/s41592-025-02622-5	Nature Methods	2025-03-12	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	VALIDATION_GROUND_TRUTH;SPATIAL_RESOLUTION_SEGMENTATION;GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;MODEL_REPORTING_REPRODUCIBILITY;DATA_CODE_AVAILABILITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer challenged adjacent-section Xenium as composition ground truth and requested a pseudo-Visium evaluation built from single-cell-resolution data.	The authors made the adjacent-section limitation explicit and added simulated Visium benchmarks from single-cell profiles, explaining that limited Xenium and CosMx panels precluded whole-transcriptome aggregation.	PRF p.48: Authors document the revised ground-truth limitation and the added single-cell-derived Visium simulation used for evaluation.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.4	author response in public review file p.48	VALIDATION_GROUND_TRUTH — State the adjacent-section limitation and use single-cell-derived pseudo-Visium benchmarks when limited Xenium or CosMx panels cannot support whole-transcriptome aggregation.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02622-5/MediaObjects/41592_2025_2622_MOESM3_ESM.pdf	6148f3890350686ba7ec6ed25bbf407387ca76cee53274b7e3fe162608006f23
TPR081	10.1038/s41592-024-02576-0	Nature Methods	2025-01-27	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	BENCHMARK_FAIRNESS;MULTIOMICS_INTEGRATION;DATA_CODE_AVAILABILITY;QC_PREPROCESSING;METHODS_REPRODUCIBILITY;CLAIM_CALIBRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS;MEASUREMENT_QC_SPATIAL_TRUTH;CONTRIBUTION_CLAIM_CALIBRATION	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer requested matched benchmarking against earlier DBiT-seq spatial multi-omics methods to show that extra modalities did not reduce data quality.	The authors matched tissue, stage, resolution and sequencing depth, compared fragment, gene and UMI yields, and expanded the cross-method table and workflow visualization.	PRF p.31: Authors report depth-matched spatial-Mux-seq comparisons with prior methods and the revised Extended Data Fig. 1 and Supplementary Data Table 1.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.5	author response in public review file p.31	BENCHMARK_FAIRNESS — Match tissue, developmental stage, spatial resolution and sequencing depth when comparing spatial multi-omics protocols, and report fragment, gene and UMI yields separately.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02576-0/MediaObjects/41592_2024_2576_MOESM3_ESM.pdf	5554984f9e3c15748d050cc4ff551a79e562c5fb24428b053cf03aed2e22561c
TPR082	10.1038/s41592-024-02567-1	Nature Methods	2025-01-16	single-cell	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	VALIDATION_GROUND_TRUTH;TRAJECTORY_TEMPORAL_CAUSALITY;DATA_CODE_AVAILABILITY;NOVELTY_POSITIONING;CLAIM_CALIBRATION;FIGURE_CLARITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MECHANISM_FUNCTION_PERTURBATION;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer found the lineage simulations unrealistically clean and requested tests with division-independent CpG changes, variable epimutation rates and random allele dropout.	The authors added each requested noise process to diploid-genome simulations, quantified robustness to terminal division-free mutations and variable rates, and reported the resulting accuracy analyses in revised Extended Data Figure 1.	PRF pp.20-21: Authors added each requested noise process to diploid-genome simulations, quantified robustness to terminal division-free mutations and variable rates, and reported the resulting accuracy analyses in revised Extended Data Figure 1.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.4	author response in public review file pp.20-21	VALIDATION_GROUND_TRUTH — Stress-test lineage simulations with division-independent CpG changes, site-specific epimutation-rate variation and random allele dropout before claiming robustness.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02567-1/MediaObjects/41592_2024_2567_MOESM2_ESM.pdf	f12645b10855e918fbda11d42171d9966761a8123eacca2481df6850030b2f7c
TPR083	10.1038/s41592-024-02574-2	Nature Methods	2025-01-15	spatial	CORRECTION as screened 2026-08-22: Nature records two Author Corrections: DOI 10.1038/s41592-025-02600-x (24 January 2025) added inadvertently omitted Data availability and Code availability sections; DOI 10.1038/s41592-025-02645-y (6 March 2025) corrected the ICC formula numerator from sigma_i squared to sigma_m squared. The HTML and PDF were updated.	clarification-needed	QC_PREPROCESSING;BENCHMARK_FAIRNESS;STATISTICAL_RIGOR;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;DATA_CODE_AVAILABILITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer found it unclear how users should identify and exclude a low-quality modality, despite this choice being central to MISO.	The authors added modality-specific quality guidance for transcriptomic, proteomic, metabolomic, chromatin and histology inputs, including UMI, tissue-background, panel-size and segmentation checks.	PRF pp.26-27: Authors added modality-specific quality guidance for transcriptomic, proteomic, metabolomic, chromatin and histology inputs, including UMI, tissue-background, panel-size and segmentation checks.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.5	author response in public review file pp.26-27	QC_PREPROCESSING — Give modality-specific QC indicators for each MISO input so users can identify a low-quality modality; do not imply threshold-sensitivity testing that was not performed.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02574-2/MediaObjects/41592_2024_2574_MOESM3_ESM.pdf	51a01701c4d3fb0a49dec8acbbae1501702a3378edcf693b7105da6d98ff5ea4
TPR084	10.1038/s41592-024-02429-w	Nature Methods	2024-09-25	multi-omics	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	FIGURE_CLARITY;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;BENCHMARK_FAIRNESS;EXTERNAL_VALIDATION;BATCH_CONFOUNDING	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;EXTERNAL_VALIDATION_ROBUSTNESS;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer asked the authors to define the reported mRNA, protein and chromatin-accessibility matrix density measures.	The authors replaced density with the unambiguous sparsity definition, specified it as the proportion of zero matrix entries and revised the relevant text and figure labels throughout.	PRF p.36: Authors replaced density with the unambiguous sparsity definition, specified it as the proportion of zero matrix entries and revised the relevant text and figure labels throughout.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.4	author response in public review file p.36	FIGURE_CLARITY — Define matrix sparsity unambiguously as the proportion of zero entries and use the same term in text, figures and legends.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02429-w/MediaObjects/41592_2024_2429_MOESM3_ESM.pdf	3c13099c99f87c81fafb81faccecdf9b3fcfb69927e7d3bd9c0d1c1b5ee19a7b
TPR085	10.1038/s41592-024-02380-w	Nature Methods	2024-08-26	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	CLAIM_CALIBRATION;PERTURBATION_RESCUE;MECHANISM_CAUSALITY;CELL_ANNOTATION_VALIDITY;BENCHMARK_FAIRNESS;TRAJECTORY_TEMPORAL_CAUSALITY	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MECHANISM_FUNCTION_PERTURBATION;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer asked why a later organoid time point could legitimately be treated as a perturbation of the earlier time point and what assumptions this comparison requires.	The authors added the operational rationale that endogenous FGF and BMP patterning drives major compositional and transcriptional change from day 18 to day 35, and explicitly defined the later point as a perturbation only in that bounded sense.	PRF p.10: Authors added the operational rationale that endogenous FGF and BMP patterning drives major compositional and transcriptional change from day 18 to day 35, and explicitly defined the later point as a perturbation only in that bounded sense.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.5	author response in public review file p.10	CLAIM_CALIBRATION — Treat a later organoid time point as an operational perturbation only within a stated compositional and transcriptional comparison; do not imply a randomized causal intervention.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-024-02380-w/MediaObjects/41592_2024_2380_MOESM3_ESM.pdf	c261ead0bfee596267dfff3be3e6631fe8cfa4fa4ef025650d6941094f25a56b
TPR086	10.1038/s41467-026-69856-5	Nature Communications	2026-03-18	perturbation	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MECHANISM_CAUSALITY;PERTURBATION_RESCUE;BENCHMARK_FAIRNESS;BATCH_CONFOUNDING;METHODS_REPRODUCIBILITY;DATA_CODE_AVAILABILITY	1.0.0	MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;REPRODUCIBILITY_OPENNESS	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer distinguished statistical parameter identifiability from causal identifiability and requested the assumptions needed to recover interventional quantities from observational spatial data.	The authors added a Methods paragraph specifying the undirected-graph and Markov-equivalence assumptions and narrowed the interpretation of the causal structure learned by Celcomen.	PRF pp.4-5: Authors added a Methods paragraph specifying the undirected-graph and Markov-equivalence assumptions and narrowed the interpretation of the causal structure learned by Celcomen.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.1	author response in public review file pp.4-5	MECHANISM_CAUSALITY — Distinguish statistical parameter identifiability from causal identifiability, state graph and confounding assumptions, and bound counterfactual interpretation to what the equivalence class supports.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-69856-5/MediaObjects/41467_2026_69856_MOESM3_ESM.pdf	af11ca28e0fc10c183afaccc35d4cc67b16d9d335a33907c252a381bab6daf21
TPR087	10.1038/s41467-026-69677-6	Nature Communications	2026-02-21	perturbation	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	FUNCTIONAL_VALIDATION;PERTURBATION_RESCUE;BENCHMARK_FAIRNESS;SPATIAL_RESOLUTION_SEGMENTATION;CELL_CELL_INTERACTION_INFERENCE;DATA_CODE_AVAILABILITY	1.0.0	MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer required orthogonal validation of claimed neighbourhood responses to gene perturbation and challenged the fixed choice of fifteen neighbours.	The authors added Xenium in-situ validation of perturbed-cell and neighbour differential-expression directions and reported sensitivity analyses for neighbourhood sizes of five, ten and fifteen cells.	PRF pp.18-20: Authors added Xenium in-situ validation of perturbed-cell and neighbour differential-expression directions and reported sensitivity analyses for neighbourhood sizes of five, ten and fifteen cells.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.2	author response in public review file pp.18-20	FUNCTIONAL_VALIDATION — Validate perturbed-cell and neighbour expression directions with an orthogonal in-situ platform and test several neighbourhood sizes; do not claim that this resolves absolute-distance or signalling-range mechanisms.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-69677-6/MediaObjects/41467_2026_69677_MOESM5_ESM.pdf	5d09f778b593701c0e3305f6ebdb9e1131967934b0632031f94cbb4369efd40d
TPR088	10.1038/s41467-025-66162-4	Nature Communications	2025-12-10	bulk-rna	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	BENCHMARK_FAIRNESS;PERTURBATION_RESCUE;STATISTICAL_RIGOR;CELL_ANNOTATION_VALIDITY;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer judged Scanpy and scVI insufficient comparators and requested stronger single-cell and spatial deep-learning benchmarks, including stLearn and BayesSpace.	The authors added scGEN and scGPT single-cell comparisons and SpaGCN, SEDR and stLearn spatial comparisons under five matched clustering metrics; they also disclosed that BayesSpace could not be run after repeated compatibility failures.	PRF pp.34-35: Authors added scGEN and scGPT single-cell comparisons and SpaGCN, SEDR and stLearn spatial comparisons under five matched clustering metrics; they also disclosed that BayesSpace could not be run after repeated compatibility failures.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.2	author response in public review file pp.34-35	BENCHMARK_FAIRNESS — Add matched single-cell and spatial deep-learning comparators under common metrics, and disclose a repeatedly incompatible comparator rather than silently omitting it.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66162-4/MediaObjects/41467_2025_66162_MOESM13_ESM.pdf	c4c5e74b823cd6354298dd58b4290d6c143c967bc3eb17b7c00b6e2297f1ca0b
TPR089	10.1038/s41467-025-60028-5	Nature Communications	2025-05-30	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	CLAIM_CALIBRATION;FUNCTIONAL_VALIDATION;MECHANISM_CAUSALITY;PERTURBATION_RESCUE;CELL_ANNOTATION_VALIDITY;GENERALIZABILITY_OOD	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MECHANISM_FUNCTION_PERTURBATION;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer found that Figure 5i did not show Ki67-positive tumour cells in the stated panels and therefore could not support a claim that SPP1-positive macrophage and CAF co-localization promoted tumour-cell proliferation.	The authors conceded that the staining demonstrated SPP1-positive macrophage and CAF co-localization, not proliferation caused by that co-localization, and revised the Results to separate the spatial association from SPP1-ITGAV/ITGB1 paracrine evidence.	PRF p.40: Authors narrow the Figure 5i interpretation to macrophage-CAF co-localization and explicitly separate it from the paracrine evidence for SPP1-mediated tumour proliferation and invasion.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.4	author response in public review file p.40	CLAIM_CALIBRATION — If multiplex staining supports SPP1-positive macrophage and CAF co-localization but not Ki67-positive tumour-cell proliferation, separate the spatial association from the paracrine functional claim and revise the text.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-60028-5/MediaObjects/41467_2025_60028_MOESM8_ESM.pdf	e25932c5f7bb63c80c504e2511bbb5f9934243bde24e23c4da59caf0e47587db
TPR090	10.1038/s41467-025-56473-x	Nature Communications	2025-03-10	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	FIGURE_CLARITY;REPLICATION_UNIT;SPATIAL_RESOLUTION_SEGMENTATION;BENCHMARK_FAIRNESS;MULTIPLE_TESTING;GENERALIZABILITY_OOD	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;COHORT_LABEL_UNIT_LEAKAGE;MEASUREMENT_QC_SPATIAL_TRUTH;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer found spatial and single-cell abundance panels non-comparable and asked for cell proportions and clearer explanation of what each panel measured.	The authors rewrote the legend to distinguish cell2location percentages from MiloR neighbourhood changes, added a cell-abundance plot and revised Figure 4B to make the comparison direct.	PRF pp.16-17: Authors rewrote the legend to distinguish cell2location percentages from MiloR neighbourhood changes, added a cell-abundance plot and revised Figure 4B to make the comparison direct.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.3	author response in public review file pp.16-17	FIGURE_CLARITY — Distinguish cell2location percentage estimates from MiloR neighbourhood enrichment in the legend and add a directly comparable cell-abundance view.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-56473-x/MediaObjects/41467_2025_56473_MOESM2_ESM.pdf	326e339b9f95ea5fe53365ed9a24fb48be6839000591ebd997be92d6048bf4de
TPR091	10.1038/s41467-025-56523-4	Nature Communications	2025-02-01	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MULTIOMICS_INTEGRATION;BENCHMARK_FAIRNESS;NOVELTY_POSITIONING;CLAIM_CALIBRATION	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;CONTRIBUTION_CLAIM_CALIBRATION	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	The reviewer questioned whether SIMO was only a sequential combination of spatial mapping and multimodal integration without using spatial information in the second step.	The authors clarified the distributed correspondence and coordinate-refinement steps that reuse spatial neighbourhood information and added a comparison against the conventional mapping-plus-integration pipeline.	PRF p.16: Authors clarified the distributed correspondence and coordinate-refinement steps that reuse spatial neighbourhood information and added a comparison against the conventional mapping-plus-integration pipeline.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.1	author response in public review file p.16	MULTIOMICS_INTEGRATION — Show where spatial neighbourhood information re-enters multimodal mapping and compare the integrated method with a conventional mapping-plus-integration pipeline.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-56523-4/MediaObjects/41467_2025_56523_MOESM3_ESM.pdf	62e0d5a43df95309d81cf9016a8239a295b58108d8fd67678ae68a10449f7a98
TPR092	10.1038/s41467-024-54438-0	Nature Communications	2024-11-21	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	reviewer-preference	FUNCTIONAL_VALIDATION;PERTURBATION_RESCUE;STATISTICAL_RIGOR;BENCHMARK_FAIRNESS;SPATIAL_RESOLUTION_SEGMENTATION;METHODS_REPRODUCIBILITY	1.0.0	MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;REPRODUCIBILITY_OPENNESS	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer regarded the added mouse-tissue IHC as correlative and stated that perturbing the nominated candidates would provide substantially stronger validation of the newly identified PDAC cell state.	The authors retained the Cwh43 IHC as primary concordance evidence, pointed to human PDAC validation of the Treg subtypes, and did not add the suggested functional perturbation.	PRF pp.38-39: Authors identify the existing IHC and human-sample subtype evidence as their chosen validation and leave the suggested candidate perturbation unperformed.	declined-with-explicit-boundary	state-position|explain-feasibility-or-scope|supply-alternative-evidence|narrow-claim	public review file p.36	author response in public review file pp.38-39	FUNCTIONAL_VALIDATION — When an optional perturbation is not performed, distinguish correlative IHC concordance and human-sample subtype validation from functional evidence and retain the residual causal boundary.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-024-54438-0/MediaObjects/41467_2024_54438_MOESM11_ESM.pdf	d698ae69e743f7ec6d2f48b9a4388f91628a82225eb9e55a3cde1fe6afc49ac6
TPR093	10.1038/s41467-024-51767-y	Nature Communications	2024-09-06	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	VALIDATION_GROUND_TRUTH;MULTIPLE_TESTING;CELL_ANNOTATION_VALIDITY;STATISTICAL_RIGOR;BENCHMARK_FAIRNESS;TRAJECTORY_TEMPORAL_CAUSALITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;STATISTICAL_INFERENCE_CONFOUNDING;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;MECHANISM_FUNCTION_PERTURBATION	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer asked why different purity tools were used for healthy thymus and thymoma and how subset purity was independently validated.	The authors explained the distinct ROGUE and ESTIMATE estimands, validated ROGUE with a logistic model and ESTIMATE with CopyKAT, and removed the thymoma section where the cross-context comparison remained incoherent.	PRF p.22: Authors explained the distinct ROGUE and ESTIMATE estimands, validated ROGUE with a logistic model and ESTIMATE with CopyKAT, and removed the thymoma section where the cross-context comparison remained incoherent.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.5	author response in public review file p.22	VALIDATION_GROUND_TRUTH — Explain the distinct estimands of purity tools, cross-check each with an independent method, and remove a cross-context section when the comparison remains incoherent.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-024-51767-y/MediaObjects/41467_2024_51767_MOESM2_ESM.pdf	5360aa51d23c47f7e5efbb5f07bb8fb0347e6fea1404f324373dd18335d48a38
